sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID560946727__Dry_Dead_g,train/ID560946727.jpg,2015/9/11,Tas,Ryegrass,0.74,3.6667,Dry_Dead_g,13.0842
ID560946727__Dry_Green_g,train/ID560946727.jpg,2015/9/11,Tas,Ryegrass,0.74,3.6667,Dry_Green_g,21.0896
ID560946727__Dry_Total_g,train/ID560946727.jpg,2015/9/11,Tas,Ryegrass,0.74,3.6667,Dry_Total_g,34.1738
ID560946727__GDM_g,train/ID560946727.jpg,2015/9/11,Tas,Ryegrass,0.74,3.6667,GDM_g,21.0896
ID566966892__Dry_Clover_g,train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Clover_g,0.9714
ID566966892__Dry_Dead_g,train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Dead_g,3.8857
ID566966892__Dry_Green_g,train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Green_g,15.5429
ID566966892__Dry_Total_g,train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Total_g,20.4
ID566966892__GDM_g,train/ID566966892.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,GDM_g,16.5143
ID567744300__Dry_Clover_g,train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,Dry_Clover_g,0.0
ID567744300__Dry_Dead_g,train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,Dry_Dead_g,2.1953
ID567744300__Dry_Green_g,train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,Dry_Green_g,20.6355
ID567744300__Dry_Total_g,train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,Dry_Total_g,22.8308
ID567744300__GDM_g,train/ID567744300.jpg,2015/9/3,Tas,Ryegrass_Clover,0.57,2.3333,GDM_g,20.6355
ID572336285__Dry_Clover_g,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,Dry_Clover_g,22.5242
ID572336285__Dry_Dead_g,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,Dry_Dead_g,26.1571
ID572336285__Dry_Green_g,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,Dry_Green_g,18.8913
ID572336285__Dry_Total_g,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,Dry_Total_g,67.5726
ID572336285__GDM_g,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,GDM_g,41.4155
ID574213894__Dry_Clover_g,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,Dry_Clover_g,31.2684
ID574213894__Dry_Dead_g,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,Dry_Dead_g,28.8632
ID574213894__Dry_Green_g,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,Dry_Green_g,25.6561
ID574213894__Dry_Total_g,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,Dry_Total_g,85.7877
ID574213894__GDM_g,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,GDM_g,56.9246
ID576137678__Dry_Clover_g,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,Dry_Clover_g,0.0
ID576137678__Dry_Dead_g,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,Dry_Dead_g,33.0159
ID576137678__Dry_Green_g,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,Dry_Green_g,12.6389
ID576137678__Dry_Total_g,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,Dry_Total_g,45.6548
ID576137678__GDM_g,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,GDM_g,12.6389
ID576621307__Dry_Clover_g,train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,Dry_Clover_g,0.0
ID576621307__Dry_Dead_g,train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,Dry_Dead_g,2.4
ID576621307__Dry_Green_g,train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,Dry_Green_g,60.2
ID576621307__Dry_Total_g,train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,Dry_Total_g,62.6
ID576621307__GDM_g,train/ID576621307.jpg,2015/1/15,NSW,Lucerne,0.73,63.0,GDM_g,60.2
ID577112774__Dry_Clover_g,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,Dry_Clover_g,10.23
ID577112774__Dry_Dead_g,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,Dry_Dead_g,0.0
ID577112774__Dry_Green_g,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,Dry_Green_g,0.0
ID577112774__Dry_Total_g,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,Dry_Total_g,10.23
ID577112774__GDM_g,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,GDM_g,10.23
ID587125778__Dry_Clover_g,train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,Dry_Clover_g,4.0911
ID587125778__Dry_Dead_g,train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,Dry_Dead_g,25.3648
ID587125778__Dry_Green_g,train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,Dry_Green_g,1.6364
ID587125778__Dry_Total_g,train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,Dry_Total_g,31.0923
ID587125778__GDM_g,train/ID587125778.jpg,2015/6/29,Tas,WhiteClover,0.54,2.0,GDM_g,5.7275
ID588120964__Dry_Clover_g,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,Dry_Clover_g,0.0
ID588120964__Dry_Dead_g,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,Dry_Dead_g,35.1746
ID588120964__Dry_Green_g,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,Dry_Green_g,83.9254
ID588120964__Dry_Total_g,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,Dry_Total_g,119.1
ID588120964__GDM_g,train/ID588120964.jpg,2015/10/6,NSW,Fescue,0.68,17.6667,GDM_g,83.9254
ID600602588__Dry_Clover_g,train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,Dry_Clover_g,2.1111
ID600602588__Dry_Dead_g,train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,Dry_Dead_g,2.1111
ID600602588__Dry_Green_g,train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,Dry_Green_g,33.7778
ID600602588__Dry_Total_g,train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,Dry_Total_g,38.0
ID600602588__GDM_g,train/ID600602588.jpg,2015/8/14,Vic,Phalaris_Clover,0.73,4.0,GDM_g,35.8889
ID605134229__Dry_Clover_g,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,Dry_Clover_g,3.6166
ID605134229__Dry_Dead_g,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,Dry_Dead_g,3.6166
ID605134229__Dry_Green_g,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,Dry_Green_g,3.3755
ID605134229__Dry_Total_g,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,Dry_Total_g,10.6087
ID605134229__GDM_g,train/ID605134229.jpg,2015/6/26,Tas,Ryegrass_Clover,0.63,2.0,GDM_g,6.9921
ID610397481__Dry_Clover_g,train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,Dry_Clover_g,20.6513
ID610397481__Dry_Dead_g,train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,Dry_Dead_g,0.0
ID610397481__Dry_Green_g,train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,Dry_Green_g,3.0787
ID610397481__Dry_Total_g,train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,Dry_Total_g,23.73
ID610397481__GDM_g,train/ID610397481.jpg,2015/7/8,WA,Clover,0.62,1.0,GDM_g,23.73
ID617132135__Dry_Clover_g,train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,Dry_Clover_g,0.8
ID617132135__Dry_Dead_g,train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,Dry_Dead_g,4.7
ID617132135__Dry_Green_g,train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,Dry_Green_g,11.1
ID617132135__Dry_Total_g,train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,Dry_Total_g,16.6
ID617132135__GDM_g,train/ID617132135.jpg,2015/5/19,Tas,Ryegrass_Clover,0.47,3.0,GDM_g,11.9
ID61833032__Dry_Clover_g,train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,Dry_Clover_g,0.0
ID61833032__Dry_Dead_g,train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,Dry_Dead_g,19.6123
ID61833032__Dry_Green_g,train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,Dry_Green_g,41.4877
ID61833032__Dry_Total_g,train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,Dry_Total_g,61.1
ID61833032__GDM_g,train/ID61833032.jpg,2015/6/30,Vic,Phalaris_Clover,0.8,4.8,GDM_g,41.4877
ID6269659__Dry_Clover_g,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,Dry_Clover_g,35.9533
ID6269659__Dry_Dead_g,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,Dry_Dead_g,16.3424
ID6269659__Dry_Green_g,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,Dry_Green_g,2.3346
ID6269659__Dry_Total_g,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,Dry_Total_g,54.6304
ID6269659__GDM_g,train/ID6269659.jpg,2015/11/9,Tas,Clover,0.75,4.8333,GDM_g,38.2879
ID629980789__Dry_Clover_g,train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,Dry_Clover_g,1.6069
ID629980789__Dry_Dead_g,train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,Dry_Dead_g,8.0345
ID629980789__Dry_Green_g,train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,Dry_Green_g,36.9586
ID629980789__Dry_Total_g,train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,Dry_Total_g,46.6
ID629980789__GDM_g,train/ID629980789.jpg,2015/7/1,Vic,Phalaris_Clover,0.77,6.0,GDM_g,38.5655
ID633775166__Dry_Clover_g,train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,Dry_Clover_g,2.812
ID633775166__Dry_Dead_g,train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,Dry_Dead_g,23.277
ID633775166__Dry_Green_g,train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,Dry_Green_g,7.8111
ID633775166__Dry_Total_g,train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,Dry_Total_g,33.9
ID633775166__GDM_g,train/ID633775166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.36,4.3,GDM_g,10.623
ID638711343__Dry_Clover_g,train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,Dry_Clover_g,0.0
ID638711343__Dry_Dead_g,train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,Dry_Dead_g,4.3212
ID638711343__Dry_Green_g,train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,Dry_Green_g,31.3284
ID638711343__Dry_Total_g,train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,Dry_Total_g,35.6496
ID638711343__GDM_g,train/ID638711343.jpg,2015/5/18,Tas,Ryegrass,0.76,7.0,GDM_g,31.3285
ID656251220__Dry_Clover_g,train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,Dry_Clover_g,3.7538
ID656251220__Dry_Dead_g,train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,Dry_Dead_g,5.3961
ID656251220__Dry_Green_g,train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,Dry_Green_g,6.3606
ID656251220__Dry_Total_g,train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,Dry_Total_g,15.5104
ID656251220__GDM_g,train/ID656251220.jpg,2015/9/11,Tas,Ryegrass,0.58,2.8333,GDM_g,10.1143
ID657448172__Dry_Clover_g,train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,Dry_Clover_g,1.6
ID657448172__Dry_Dead_g,train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,Dry_Dead_g,2.9
ID657448172__Dry_Green_g,train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,Dry_Green_g,0.2
ID657448172__Dry_Total_g,train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,Dry_Total_g,4.7
ID657448172__GDM_g,train/ID657448172.jpg,2015/6/29,Tas,WhiteClover,0.39,1.0,GDM_g,1.8
ID661372352__Dry_Clover_g,train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,Dry_Clover_g,0.0
ID661372352__Dry_Dead_g,train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,Dry_Dead_g,0.0
ID661372352__Dry_Green_g,train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,Dry_Green_g,10.4
ID661372352__Dry_Total_g,train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,Dry_Total_g,10.4
ID661372352__GDM_g,train/ID661372352.jpg,2015/7/8,WA,Clover,0.26,1.0,GDM_g,10.4
ID661817669__Dry_Clover_g,train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,Dry_Clover_g,1.4577
ID661817669__Dry_Dead_g,train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,Dry_Dead_g,13.1192
ID661817669__Dry_Green_g,train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,Dry_Green_g,23.3231
ID661817669__Dry_Total_g,train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,Dry_Total_g,37.9
ID661817669__GDM_g,train/ID661817669.jpg,2015/7/1,Vic,Phalaris_Clover,0.7,3.0,GDM_g,24.7808
ID663006174__Dry_Clover_g,train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,Dry_Clover_g,0.0
ID663006174__Dry_Dead_g,train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,Dry_Dead_g,5.8
ID663006174__Dry_Green_g,train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,Dry_Green_g,44.6
ID663006174__Dry_Total_g,train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,Dry_Total_g,50.4
ID663006174__GDM_g,train/ID663006174.jpg,2015/1/15,NSW,Lucerne,0.66,49.0,GDM_g,44.6
ID667059550__Dry_Clover_g,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,Dry_Clover_g,8.1529
ID667059550__Dry_Dead_g,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,Dry_Dead_g,8.1529
ID667059550__Dry_Green_g,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,Dry_Green_g,52.9941
ID667059550__Dry_Total_g,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,Dry_Total_g,69.3
ID667059550__GDM_g,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,GDM_g,61.1471
ID668330410__Dry_Clover_g,train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,Dry_Clover_g,0.0
ID668330410__Dry_Dead_g,train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,Dry_Dead_g,19.0828
ID668330410__Dry_Green_g,train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,Dry_Green_g,28.9181
ID668330410__Dry_Total_g,train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,Dry_Total_g,48.0009
ID668330410__GDM_g,train/ID668330410.jpg,2015/9/11,Tas,Ryegrass,0.82,5.3333,GDM_g,28.9181
ID668475812__Dry_Clover_g,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,Dry_Clover_g,0.0
ID668475812__Dry_Dead_g,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,Dry_Dead_g,52.9301
ID668475812__Dry_Green_g,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,Dry_Green_g,34.0699
ID668475812__Dry_Total_g,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,Dry_Total_g,87.0
ID668475812__GDM_g,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,GDM_g,34.0699
ID670276799__Dry_Clover_g,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,Dry_Clover_g,0.0
ID670276799__Dry_Dead_g,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,Dry_Dead_g,23.1943
ID670276799__Dry_Green_g,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,Dry_Green_g,21.9057
ID670276799__Dry_Total_g,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,Dry_Total_g,45.1
ID670276799__GDM_g,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,GDM_g,21.9057
ID679913293__Dry_Clover_g,train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,Dry_Clover_g,0.2146
ID679913293__Dry_Dead_g,train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,Dry_Dead_g,14.3782
ID679913293__Dry_Green_g,train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,Dry_Green_g,6.6526
ID679913293__Dry_Total_g,train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,Dry_Total_g,21.2454
ID679913293__GDM_g,train/ID679913293.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,3.0,GDM_g,6.8672
ID681680726__Dry_Clover_g,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,Dry_Clover_g,45.85
ID681680726__Dry_Dead_g,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,Dry_Dead_g,0.0
ID681680726__Dry_Green_g,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,Dry_Green_g,0.0
ID681680726__Dry_Total_g,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,Dry_Total_g,45.85
ID681680726__GDM_g,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,GDM_g,45.85
ID684062938__Dry_Clover_g,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,Dry_Clover_g,0.0
ID684062938__Dry_Dead_g,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,Dry_Dead_g,33.5863
ID684062938__Dry_Green_g,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,Dry_Green_g,73.0137
ID684062938__Dry_Total_g,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,Dry_Total_g,106.6
ID684062938__GDM_g,train/ID684062938.jpg,2015/10/6,NSW,Fescue,0.6,14.3333,GDM_g,73.0137
ID684383343__Dry_Clover_g,train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,Dry_Clover_g,11.7404
ID684383343__Dry_Dead_g,train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,Dry_Dead_g,16.7719
ID684383343__Dry_Green_g,train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,Dry_Green_g,19.2877
ID684383343__Dry_Total_g,train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,Dry_Total_g,47.8
ID684383343__GDM_g,train/ID684383343.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.48,4.5,GDM_g,31.0281
ID686797154__Dry_Clover_g,train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,Dry_Clover_g,3.5026
ID686797154__Dry_Dead_g,train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,Dry_Dead_g,5.2539
ID686797154__Dry_Green_g,train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,Dry_Green_g,23.6424
ID686797154__Dry_Total_g,train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,Dry_Total_g,32.3988
ID686797154__GDM_g,train/ID686797154.jpg,2015/9/3,Tas,Ryegrass_Clover,0.8,2.5,GDM_g,27.145
ID697059386__Dry_Clover_g,train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,Dry_Clover_g,10.9589
ID697059386__Dry_Dead_g,train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,Dry_Dead_g,7.8827
ID697059386__Dry_Green_g,train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,Dry_Green_g,0.769
ID697059386__Dry_Total_g,train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,Dry_Total_g,19.6107
ID697059386__GDM_g,train/ID697059386.jpg,2015/6/29,Tas,WhiteClover,0.67,2.0,GDM_g,11.728
ID697718693__Dry_Clover_g,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Clover_g,58.88
ID697718693__Dry_Dead_g,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Dead_g,0.0
ID697718693__Dry_Green_g,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Green_g,0.0
ID697718693__Dry_Total_g,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Total_g,58.88
ID697718693__GDM_g,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,GDM_g,58.88
ID698608346__Dry_Clover_g,train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,Dry_Clover_g,0.0
ID698608346__Dry_Dead_g,train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,Dry_Dead_g,19.8809
ID698608346__Dry_Green_g,train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,Dry_Green_g,38.5191
ID698608346__Dry_Total_g,train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,Dry_Total_g,58.4
ID698608346__GDM_g,train/ID698608346.jpg,2015/2/25,NSW,Fescue,0.55,8.0,GDM_g,38.5191
ID706288721__Dry_Clover_g,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,Dry_Clover_g,0.0
ID706288721__Dry_Dead_g,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,Dry_Dead_g,8.8161
ID706288721__Dry_Green_g,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,Dry_Green_g,27.0782
ID706288721__Dry_Total_g,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,Dry_Total_g,35.8943
ID706288721__GDM_g,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,GDM_g,27.0781
ID710341728__Dry_Clover_g,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,Dry_Clover_g,0.0
ID710341728__Dry_Dead_g,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,Dry_Dead_g,7.9809
ID710341728__Dry_Green_g,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,Dry_Green_g,53.5191
ID710341728__Dry_Total_g,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,Dry_Total_g,61.5
ID710341728__GDM_g,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,GDM_g,53.5191
ID71885430__Dry_Clover_g,train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,Dry_Clover_g,0.0
ID71885430__Dry_Dead_g,train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,Dry_Dead_g,18.566
ID71885430__Dry_Green_g,train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,Dry_Green_g,79.834
ID71885430__Dry_Total_g,train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,Dry_Total_g,98.4
ID71885430__GDM_g,train/ID71885430.jpg,2015/2/25,NSW,Fescue,0.68,18.0,GDM_g,79.834
ID72895391__Dry_Clover_g,train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,Dry_Clover_g,1.9867
ID72895391__Dry_Dead_g,train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,Dry_Dead_g,3.9733
ID72895391__Dry_Green_g,train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,Dry_Green_g,8.94
ID72895391__Dry_Total_g,train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,Dry_Total_g,14.9
ID72895391__GDM_g,train/ID72895391.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,2.0,GDM_g,10.9267
ID740402124__Dry_Clover_g,train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,Dry_Clover_g,18.1624
ID740402124__Dry_Dead_g,train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,Dry_Dead_g,6.3568
ID740402124__Dry_Green_g,train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,Dry_Green_g,40.0708
ID740402124__Dry_Total_g,train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,Dry_Total_g,64.59
